Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2009","2009","3050","FAO TIER 1","kt","36.8677","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2010","2010","3050","FAO TIER 1","kt","9.8588","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2010","2010","3050","FAO TIER 1","kt","34.233","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2011","2011","3050","FAO TIER 1","kt","9.983","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2011","2011","3050","FAO TIER 1","kt","35.691","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2012","2012","3050","FAO TIER 1","kt","12.3414","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2012","2012","3050","FAO TIER 1","kt","38.3359","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2013","2013","3050","FAO TIER 1","kt","13.8243","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2013","2013","3050","FAO TIER 1","kt","41.2551","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2014","2014","3050","FAO TIER 1","kt","13.7914","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2014","2014","3050","FAO TIER 1","kt","41.6689","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2015","2015","3050","FAO TIER 1","kt","14.562","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2015","2015","3050","FAO TIER 1","kt","41.5993","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2016","2016","3050","FAO TIER 1","kt","11.4711","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2016","2016","3050","FAO TIER 1","kt","40.4204","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2017","2017","3050","FAO TIER 1","kt","16.6786","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2017","2017","3050","FAO TIER 1","kt","47.0535","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2018","2018","3050","FAO TIER 1","kt","14.2527","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2018","2018","3050","FAO TIER 1","kt","43.5412","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2019","2019","3050","FAO TIER 1","kt","17.1531","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2019","2019","3050","FAO TIER 1","kt","47.293","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","17.6717","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2020","2020","3050","FAO TIER 1","kt","49.2852","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2021","2021","3050","FAO TIER 1","kt","15.5657","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2021","2021","3050","FAO TIER 1","kt","51.3663","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2000","2000","3050","FAO TIER 1","kt","3.1486","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2000","2000","3050","FAO TIER 1","kt","243.5079","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2001","2001","3050","FAO TIER 1","kt","2.7948","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2001","2001","3050","FAO TIER 1","kt","208.8251","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2002","2002","3050","FAO TIER 1","kt","2.8336","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2002","2002","3050","FAO TIER 1","kt","208.7736","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2003","2003","3050","FAO TIER 1","kt","2.8327","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2003","2003","3050","FAO TIER 1","kt","211.3522","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2004","2004","3050","FAO TIER 1","kt","3.4957","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2004","2004","3050","FAO TIER 1","kt","248.049","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2005","2005","3050","FAO TIER 1","kt","3.5574","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2005","2005","3050","FAO TIER 1","kt","260.189","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2006","2006","3050","FAO TIER 1","kt","2.9251","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2006","2006","3050","FAO TIER 1","kt","197.4026","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2007","2007","3050","FAO TIER 1","kt","2.8232","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2007","2007","3050","FAO TIER 1","kt","192.0876","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2008","2008","3050","FAO TIER 1","kt","2.956","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2008","2008","3050","FAO TIER 1","kt","189.4133","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2009","2009","3050","FAO TIER 1","kt","3.0526","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2009","2009","3050","FAO TIER 1","kt","190.8324","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2010","2010","3050","FAO TIER 1","kt","2.7809","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2010","2010","3050","FAO TIER 1","kt","180.8938","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2011","2011","3050","FAO TIER 1","kt","3.1273","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2011","2011","3050","FAO TIER 1","kt","182.9158","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2012","2012","3050","FAO TIER 1","kt","2.7021","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2012","2012","3050","FAO TIER 1","kt","160.3509","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2013","2013","3050","FAO TIER 1","kt","2.7124","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2013","2013","3050","FAO TIER 1","kt","156.3552","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2014","2014","3050","FAO TIER 1","kt","2.766","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2014","2014","3050","FAO TIER 1","kt","155.5396","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2015","2015","3050","FAO TIER 1","kt","2.7024","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2015","2015","3050","FAO TIER 1","kt","142.0858","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2016","2016","3050","FAO TIER 1","kt","2.3731","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2016","2016","3050","FAO TIER 1","kt","129.165","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2017","2017","3050","FAO TIER 1","kt","2.6731","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2017","2017","3050","FAO TIER 1","kt","133.3021","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2018","2018","3050","FAO TIER 1","kt","2.5208","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2018","2018","3050","FAO TIER 1","kt","124.3953","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2019","2019","3050","FAO TIER 1","kt","2.2403","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2019","2019","3050","FAO TIER 1","kt","113.6251","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","2.3349","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2020","2020","3050","FAO TIER 1","kt","111.4751","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0113","Rice","2021","2021","3050","FAO TIER 1","kt","2.4285","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0113","Rice","2021","2021","3050","FAO TIER 1","kt","112.2382","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2000","2000","3050","FAO TIER 1","kt","8.5955","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2001","2001","3050","FAO TIER 1","kt","9.5205","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2002","2002","3050","FAO TIER 1","kt","10.7632","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2003","2003","3050","FAO TIER 1","kt","12.8964","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2004","2004","3050","FAO TIER 1","kt","13.1863","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2005","2005","3050","FAO TIER 1","kt","13.7801","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2006","2006","3050","FAO TIER 1","kt","13.7893","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2007","2007","3050","FAO TIER 1","kt","14.3535","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2008","2008","3050","FAO TIER 1","kt","14.8389","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2009","2009","3050","FAO TIER 1","kt","14.5377","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2010","2010","3050","FAO TIER 1","kt","16.8043","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2011","2011","3050","FAO TIER 1","kt","17.9633","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2012","2012","3050","FAO TIER 1","kt","16.6933","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2013","2013","3050","FAO TIER 1","kt","20.0147","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2014","2014","3050","FAO TIER 1","kt","21.3954","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2015","2015","3050","FAO TIER 1","kt","23.6191","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2016","2016","3050","FAO TIER 1","kt","23.6682","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2017","2017","3050","FAO TIER 1","kt","26.9107","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2018","2018","3050","FAO TIER 1","kt","27.6286","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2019","2019","3050","FAO TIER 1","kt","27.2818","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2020","2020","3050","FAO TIER 1","kt","28.8267","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0141","Soya beans","2021","2021","3050","FAO TIER 1","kt","31.4737","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2000","2000","3050","FAO TIER 1","kt","0.5062","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2000","2000","3050","FAO TIER 1","kt","1.2298","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2001","2001","3050","FAO TIER 1","kt","0.9369","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2001","2001","3050","FAO TIER 1","kt","1.8657","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2002","2002","3050","FAO TIER 1","kt","0.9166","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2002","2002","3050","FAO TIER 1","kt","2.2733","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2003","2003","3050","FAO TIER 1","kt","1.6513","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2003","2003","3050","FAO TIER 1","kt","2.765","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2004","2004","3050","FAO TIER 1","kt","1.601","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2004","2004","3050","FAO TIER 1","kt","3.0318","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2005","2005","3050","FAO TIER 1","kt","1.2934","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2005","2005","3050","FAO TIER 1","kt","2.5496","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2006","2006","3050","FAO TIER 1","kt","0.7207","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2006","2006","3050","FAO TIER 1","kt","1.685","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2007","2007","3050","FAO TIER 1","kt","1.1185","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2007","2007","3050","FAO TIER 1","kt","2.0015","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2008","2008","3050","FAO TIER 1","kt","1.6027","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2008","2008","3050","FAO TIER 1","kt","2.553","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2009","2009","3050","FAO TIER 1","kt","1.3901","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2009","2009","3050","FAO TIER 1","kt","2.6247","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2010","2010","3050","FAO TIER 1","kt","1.6166","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2010","2010","3050","FAO TIER 1","kt","2.3561","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2011","2011","3050","FAO TIER 1","kt","1.5036","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2011","2011","3050","FAO TIER 1","kt","2.31","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2012","2012","3050","FAO TIER 1","kt","1.1933","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2012","2012","3050","FAO TIER 1","kt","2.0657","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2013","2013","3050","FAO TIER 1","kt","1.5092","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2013","2013","3050","FAO TIER 1","kt","2.2544","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2014","2014","3050","FAO TIER 1","kt","1.7039","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2014","2014","3050","FAO TIER 1","kt","3.0617","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2015","2015","3050","FAO TIER 1","kt","1.4967","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2015","2015","3050","FAO TIER 1","kt","2.6704","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2016","2016","3050","FAO TIER 1","kt","1.7647","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2016","2016","3050","FAO TIER 1","kt","2.3395","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2017","2017","3050","FAO TIER 1","kt","1.1755","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2017","2017","3050","FAO TIER 1","kt","2.0581","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2018","2018","3050","FAO TIER 1","kt","1.4477","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2018","2018","3050","FAO TIER 1","kt","2.2466","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2019","2019","3050","FAO TIER 1","kt","1.4775","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2019","2019","3050","FAO TIER 1","kt","2.2719","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","1.6824","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2020","2020","3050","FAO TIER 1","kt","2.6295","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72430","Crops total (Emissions N2O)","0111","Wheat","2021","2021","3050","FAO TIER 1","kt","2.0593","E","Estimated value",""
"GCE","Emissions from Crops","076","Brazil","72440","Crops total (Emissions CH4)","0111","Wheat","2021","2021","3050","FAO TIER 1","kt","2.9703","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2000","2000","3050","FAO TIER 1","kt","18.7211","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2000","2000","3050","FAO TIER 1","kt","62.3328","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2001","2001","3050","FAO TIER 1","kt","20.0648","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2001","2001","3050","FAO TIER 1","kt","65.6384","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2002","2002","3050","FAO TIER 1","kt","20.9686","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2002","2002","3050","FAO TIER 1","kt","66.5843","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2003","2003","3050","FAO TIER 1","kt","20.2816","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2003","2003","3050","FAO TIER 1","kt","65.0506","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2004","2004","3050","FAO TIER 1","kt","22.5597","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2004","2004","3050","FAO TIER 1","kt","68.7613","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2005","2005","3050","FAO TIER 1","kt","23.9976","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72440","Crops total (Emissions CH4)","0112","Maize (corn)","2005","2005","3050","FAO TIER 1","kt","71.2245","E","Estimated value",""
"GCE","Emissions from Crops","159","China","72430","Crops total (Emissions N2O)","0112","Maize (corn)","2006","2006","3050","FAO TIER 1","kt","26.0702","E","Estimated value",""
